Propagation distance,Correlation length,Visibility,Epsilon,Particle fraction,Number of spheres
0.01,8.856014099014951e-08,0.9803252385856195,19.87088626843848,0.04998576908482143,2300
0.03,2.6568042297044854e-07,0.9406309616782155,61.204393068207594,0.04998576908482143,2300
0.049999999999999996,4.4280070495074756e-07,0.9026806733581559,102.3864167242635,0.04998576908482143,2300
0.06999999999999999,6.199209869310465e-07,0.868239584398992,141.28758351514543,0.04998576908482143,2300
0.08999999999999998,7.970412689113454e-07,0.8299921819774714,186.3389975401067,0.04998576908482143,2300
0.10999999999999997,9.741615508916445e-07,0.7919573600911802,233.24772688575462,0.04998576908482143,2300
0.12999999999999998,1.1512818328719434e-06,0.7567091164118759,278.7763577635418,0.04998576908482143,2300
0.15,1.3284021148522425e-06,0.7237598896794472,323.29558569164493,0.04998576908482143,2300
0.16999999999999998,1.5055223968325414e-06,0.6922191733769215,367.8526489779707,0.04998576908482143,2300
0.18999999999999997,1.6826426788128404e-06,0.661637462794963,413.0375123368237,0.04998576908482143,2300
0.20999999999999996,1.8597629607931395e-06,0.629153975591822,463.37925797529556,0.04998576908482143,2300
0.22999999999999998,2.036883242773439e-06,0.5988446086923971,512.7531323971233,0.04998576908482143,2300
