Propagation distance,Correlation length,Visibility,Epsilon,Particle fraction,Number of spheres
0.0,0.0,1.000140644584519,-1.4063469499658454,0.10036691351452903,33180
0.02,1.1020817545440827e-07,0.9862936420740416,138.01157282405038,0.10036691351452903,33180
0.04,2.2041635090881654e-07,0.9942773569776034,57.39080082927308,0.10036691351452903,33180
0.06,3.306245263632248e-07,0.9911443708386817,88.95073286267788,0.10036691351452903,33180
0.08,4.408327018176331e-07,0.9934000499068716,66.21826070442857,0.10036691351452903,33180
0.1,5.510408772720414e-07,0.9954710005672378,45.39286422290566,0.10036691351452903,33180
0.12,6.612490527264496e-07,0.9918000880339084,82.33716165352705,0.10036691351452903,33180
0.14,7.71457228180858e-07,0.9861286529090377,139.68453267456832,0.10036691351452903,33180
0.16,8.816654036352662e-07,0.9904814989240148,95.64091539920834,0.10036691351452903,33180
0.18,9.918735790896745e-07,0.9930552160262404,69.69011219797858,0.10036691351452903,33180
0.2,1.1020817545440828e-06,0.9963420542805055,36.64652362958298,0.10036691351452903,33180
0.22,1.2122899299984911e-06,0.990328390382952,97.18683398730026,0.10036691351452903,33180
0.24,1.3224981054528993e-06,0.9843821685404062,157.41074667893363,0.10036691351452903,33180
0.26,1.4327062809073078e-06,0.9873546480450284,127.25984893779868,0.10036691351452903,33180
0.28,1.542914456361716e-06,0.9858576478195793,142.4330821047991,0.10036691351452903,33180
0.3,1.653122631816124e-06,0.9926499081366896,73.77236882558577,0.10036691351452903,33180
0.32,1.7633308072705323e-06,0.9924954011800798,75.3290000323457,0.10036691351452903,33180
0.34,1.8735389827249409e-06,0.9980622867433784,19.395930516824606,0.10036691351452903,33180
0.36,1.983747158179349e-06,0.98972936601926,103.23740882563597,0.10036691351452903,33180
0.38,2.093955333633757e-06,0.9850327695930622,150.80369741038356,0.10036691351452903,33180
0.4,2.2041635090881656e-06,0.9871464914740141,129.36829615638166,0.10036691351452903,33180
0.42,2.3143716845425737e-06,0.993350326244096,66.7188133997528,0.10036691351452903,33180
0.44,2.4245798599969823e-06,0.9922771892702209,77.52786061504487,0.10036691351452903,33180
0.46,2.5347880354513904e-06,0.9918651247418708,81.68143902889399,0.10036691351452903,33180
0.48,2.6449962109057985e-06,0.9899418077704043,101.09117611009741,0.10036691351452903,33180
0.5,2.755204386360207e-06,0.9938605910049831,61.58332659588682,0.10036691351452903,33180
0.52,2.8654125618146156e-06,0.9867116210033937,133.77459542285337,0.10036691351452903,33180
0.54,2.9756207372690237e-06,0.9920173327682652,80.1469930125302,0.10036691351452903,33180
0.56,3.085828912723432e-06,0.9968365804902185,31.684336987267372,0.10036691351452903,33180
0.58,3.19603708817784e-06,0.9918634450336354,81.69837388844066,0.10036691351452903,33180
0.6,3.306245263632248e-06,0.9901291529267807,99.19886860542601,0.10036691351452903,33180
0.62,3.4164534390866566e-06,0.9824697332428329,176.8574157294302,0.10036691351452903,33180
0.64,3.5266616145410647e-06,0.996490726658017,35.1544528526532,0.10036691351452903,33180
0.66,3.6368697899954736e-06,0.9927127184200925,73.13963521225376,0.10036691351452903,33180
0.68,3.7470779654498817e-06,0.9980333657745896,19.68570589662022,0.10036691351452903,33180
0.70,3.85728614090429e-06,0.9949367534492922,50.76108216415256,0.10036691351452903,33180
0.72,3.967494316358698e-06,0.9936904375390541,63.29551877511765,0.10036691351452903,33180
0.74,4.0777024918131065e-06,0.9870917167234189,129.92319120786888,0.10036691351452903,33180
0.76,4.187910667267514e-06,0.9940295388498689,59.88355614323252,0.10036691351452903,33180
0.78,4.2981188427219236e-06,0.9948209814132314,51.92476188418117,0.10036691351452903,33180
0.8,4.408327018176331e-06,1.0007590104044566,-7.587225017311124,0.10036691351452903,33180
0.82,4.51853519363074e-06,0.9905949054925549,94.49601691461544,0.10036691351452903,33180
0.84,4.6287433690851475e-06,0.9916281173253583,84.0712371145535,0.10036691351452903,33180
0.86,4.738951544539556e-06,0.994237277779483,57.79390772549926,0.10036691351452903,33180
0.88,4.8491597199939646e-06,0.9921372678133696,78.93806458310894,0.10036691351452903,33180
0.9,4.959367895448373e-06,0.9970754428068354,29.288420668306443,0.10036691351452903,33180
