Sphere size (um),Visibility,Epsilon
2,0.977079491453406,23.187267451372865
3,0.9758787447267147,24.41693724742832
4,0.9717668956010921,28.63932262339467
5,0.9738887725119191,26.458178460202497
6,0.9738389855749665,26.509301556596945
7,0.9752637845098269,25.047296360651497
8,0.9747125457877369,25.61267628676543
9,0.9770269701223147,23.24102228217327
10,0.9758445064965457,24.452022375559018
11,0.9753276868364,24.981775386593387
12,0.9755628257050243,24.7407173997394
13,0.9743859766144339,25.94777394612478
14,0.978632989913268,21.598589359472903
15,0.976826138390971,23.4465973391475
16,0.9749865429733223,25.33161015818321
17,0.9798279343894708,20.378299886593535
18,0.9800884837204951,20.112421882662737
19,0.9780223904244696,22.222715114835818
20,0.9800032144879265,20.199427233178024
21,0.9773110772123005,22.950277196004926
22,0.9773261824241927,22.93482142607317
23,0.9793796945047702,20.835872515354993
24,0.980140202124779,20.059654157479006
25,0.9802400690493068,19.957768899722996
26,0.9764157240222556,23.866836514492903
27,0.9784522051730916,21.783338333247233
28,0.9802221952987503,19.97600312017401
29,0.9794069031400541,20.8080914029885
30,0.9803019603186619,19.894632003447857
