Sphere size (um),Visibility,Epsilon
2,0.9744485457080375,25.883562138597362
3,0.973410502753646,26.94939187969565
4,0.9705344712154763,29.908357977091892
5,0.9715754340828853,28.836366155974368
6,0.9717167849176532,28.690890520724878
7,0.9742566591060023,26.080499676590613
8,0.9731659171344833,27.200690126146146
9,0.9749827804872186,25.33546917899796
10,0.9744244641060327,25.9082755005094
11,0.9750099513883771,25.307601484194738
12,0.9745473461502844,25.782176145179704
13,0.9746058048733505,25.72219243065946
14,0.9781113983528241,22.131711187674373
15,0.976330685382266,23.953932964532562
16,0.9749099493951059,25.410171844463076
17,0.9792502286756916,20.96807291496598
18,0.97867806054995,21.552535732299727
19,0.9773799390928551,22.879819123594775
20,0.9791537775103,21.066572678206768
21,0.9767543921917317,23.52004831610844
22,0.9768926654919464,23.378494292927208
23,0.9785392953779759,21.69433416034484
24,0.9795348203830267,20.677493088992275
25,0.9794270612220553,20.787509687163027
26,0.975674046091004,24.6267175182203
27,0.9771826514559004,23.081693075934485
28,0.9792716757568143,20.946171621878523
29,0.9790302305210484,21.19275794875209
30,0.9800109831787032,20.19150005511374
